City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Souillac,MU,-20.5167,57.5167,78.8,83,40,8.05,scattered clouds
350,Ambon,ID,-3.6954,128.1814,87.8,62,20,8.05,few clouds
351,Volzhskiy,RU,48.7858,44.7797,30.2,100,90,11.18,fog
352,Tiksi,RU,71.6872,128.8694,-27.38,86,100,5.08,overcast clouds
353,Sakakah,SA,29.9697,40.2064,41.0,56,0,6.91,clear sky
354,Kota Kinabalu,MY,5.9749,116.0724,77.0,88,20,3.44,few clouds
355,Hobyo,SO,5.3505,48.5268,74.59,78,58,13.78,broken clouds
356,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,1.4,78,48,1.14,scattered clouds
357,Sayyan,YE,15.1718,44.3244,46.44,49,7,4.32,clear sky
358,Vestmanna,FO,62.1564,-7.1664,32.0,69,40,26.46,scattered clouds
359,Tateyama,JP,34.9833,139.8667,52.0,62,20,5.75,few clouds
360,Veraval,IN,20.9,70.3667,64.69,29,0,11.97,clear sky
361,Lagoa,PT,39.05,-27.9833,61.84,93,90,25.61,overcast clouds
362,Evensk,RU,61.95,159.2333,2.21,87,100,24.96,overcast clouds
363,Guerrero Negro,MX,27.9769,-114.0611,60.48,66,89,16.84,overcast clouds
364,Arica,CL,-18.475,-70.3042,69.8,73,0,5.75,clear sky
365,Kathmandu,NP,27.7167,85.3167,37.4,87,20,2.3,mist
366,Ingham,US,42.6,-84.3833,26.6,59,90,11.5,overcast clouds
367,Nome,US,64.5011,-165.4064,-5.8,71,1,5.75,clear sky
368,Ryotsu,JP,38.0833,138.4333,35.6,75,75,25.32,broken clouds
369,Blagoyevo,RU,63.3667,47.9167,22.84,97,99,6.93,overcast clouds
370,Nador,MA,35.174,-2.9287,60.8,72,0,21.85,clear sky
371,Asfi,MA,32.2994,-9.2372,58.64,86,85,9.17,overcast clouds
372,Pacific Grove,US,36.6177,-121.9166,55.4,67,1,4.61,clear sky
373,Los Arabos,CU,22.7281,-80.7214,65.37,74,73,10.27,moderate rain
374,Makakilo City,US,21.3469,-158.0858,82.4,54,40,8.05,scattered clouds
375,Tuatapere,NZ,-46.1333,167.6833,67.19,46,100,1.57,overcast clouds
376,Jinchang,CN,38.4953,102.1739,22.82,64,0,3.62,clear sky
377,Atar,MR,20.5169,-13.0499,67.15,23,19,7.9,few clouds
378,Basco,PH,20.4487,121.9702,70.2,68,98,25.86,overcast clouds
379,Ito,JP,34.9667,139.0833,50.0,62,20,5.75,few clouds
380,Morant Bay,JM,17.8815,-76.4093,80.6,69,75,9.22,broken clouds
381,Vredendal,ZA,-31.6683,18.5012,57.9,93,0,2.55,clear sky
382,Rawdon,CA,46.0501,-73.7159,5.0,78,0,3.44,clear sky
383,Izumo,JP,35.3667,132.7667,42.8,70,75,11.5,broken clouds
384,Tabou,CI,4.423,-7.3528,78.46,89,6,7.72,clear sky
385,Gonzalez,US,30.5816,-87.2914,62.6,72,90,10.36,overcast clouds
386,Klaksvik,FO,62.2266,-6.589,32.0,69,40,26.46,scattered clouds
387,Ardatov,RU,55.2421,43.097,21.65,97,100,11.92,snow
388,Iisalmi,FI,63.5592,27.1907,24.8,93,90,3.44,light snow
389,Bintulu,MY,3.1667,113.0333,77.0,94,40,3.96,scattered clouds
390,Nemuro,JP,43.3236,145.575,15.8,67,20,3.44,few clouds
391,Dhidhdhoo,MV,6.8833,73.1,81.36,65,0,5.66,clear sky
392,Gwadar,PK,25.1216,62.3254,65.91,71,0,6.06,clear sky
393,Te Anau,NZ,-45.4167,167.7167,65.53,47,29,6.89,scattered clouds
394,Narbonne,FR,43.0833,2.8333,50.0,61,100,15.01,overcast clouds
395,Skowhegan,US,44.7651,-69.7192,6.01,59,0,4.7,clear sky
396,Washington,US,47.5001,-120.5015,36.0,92,100,2.8,light snow
397,Yenagoa,NG,4.9247,6.2642,78.08,87,0,3.06,clear sky
398,Torres,BR,-29.3353,-49.7269,74.97,92,98,3.78,overcast clouds
399,Fukue,JP,32.6881,128.8419,48.2,81,40,3.44,scattered clouds
400,Blantyre,MW,-15.785,35.0085,67.15,90,100,4.5,overcast clouds
401,Ulaanbaatar,MN,47.9077,106.8832,3.2,72,75,15.66,broken clouds
402,Uberaba,BR,-19.7483,-47.9319,82.4,47,0,4.61,clear sky
403,Riyadh,SA,24.6877,46.7219,51.8,46,0,4.61,clear sky
404,Dukat,RU,62.55,155.55,-32.93,81,100,8.55,overcast clouds
405,Bafra,TR,41.5678,35.9069,51.8,58,75,8.05,light rain
406,Baykit,RU,61.67,96.37,-34.83,76,0,1.54,clear sky
407,Oelde,DE,51.8167,8.15,28.99,82,85,4.0,overcast clouds
408,Bojnurd,IR,37.4747,57.329,38.37,88,99,6.31,overcast clouds
409,Nikolayevka,RU,53.1257,47.2041,33.91,94,100,13.04,overcast clouds
410,Sura,RU,53.8879,45.7419,28.83,98,100,7.54,light snow
411,Simao,CN,22.7886,100.9748,54.19,95,92,3.02,overcast clouds
412,Neiafu,TO,-18.65,-173.9833,82.4,83,75,10.36,moderate rain
413,Mongo,TD,12.1844,18.693,68.41,24,0,5.41,clear sky
414,Chavakkad,IN,10.5333,76.05,77.0,88,20,4.61,mist
415,Hermosillo,MX,29.0667,-110.9667,71.6,26,1,8.05,clear sky
416,Migori,KE,-1.0634,34.4731,62.91,83,3,3.89,clear sky
417,Pangody,RU,65.85,74.4859,-19.5,85,100,19.84,overcast clouds
418,At-Bashi,KG,41.1702,75.8106,10.65,64,100,2.42,overcast clouds
419,Centralia,US,46.7162,-122.9543,48.2,93,90,6.91,light rain
420,Broome,US,42.2506,-75.833,15.01,79,1,6.91,clear sky
421,Sumbe,AO,-11.2061,13.8437,76.77,82,100,3.98,overcast clouds
422,Garissa,KE,-0.4536,39.6401,73.8,70,0,5.06,clear sky
423,Peleduy,RU,59.6289,112.7406,-32.4,80,100,5.75,overcast clouds
424,Ilhabela,BR,-23.7781,-45.3581,77.68,77,80,1.95,broken clouds
425,San Jose,US,37.3394,-121.895,59.0,47,75,5.75,broken clouds
426,Rundu,NA,-17.9333,19.7667,68.25,94,100,5.3,moderate rain
427,Port Hardy,CA,50.6996,-127.4199,46.4,81,90,23.02,overcast clouds
428,Tahta,EG,26.7693,31.5021,46.4,61,0,5.75,clear sky
429,Mackay,AU,-21.15,149.2,86.0,66,40,16.11,scattered clouds
430,Corrales,US,35.2378,-106.6067,43.0,41,1,9.22,clear sky
431,Talara,PE,-4.5772,-81.2719,75.97,75,27,13.51,scattered clouds
432,Balaipungut,ID,1.05,101.2833,73.4,94,20,1.92,haze
433,Huilong,CN,31.8111,121.655,54.0,70,100,1.01,overcast clouds
434,Jimenez,MX,28.3333,-105.4,57.2,35,1,10.36,clear sky
435,Khilok,RU,51.3674,110.4676,-9.13,87,100,6.69,overcast clouds
436,Morondava,MG,-20.2833,44.2833,79.74,80,0,7.36,clear sky
437,Nantucket,US,41.2835,-70.0995,19.4,49,1,14.97,clear sky
438,Panguna,PG,-6.3164,155.4848,79.43,73,100,6.82,overcast clouds
439,Lalin,ES,42.7167,-8.1167,53.01,87,75,6.91,light rain
440,Mogadishu,SO,2.0371,45.3438,74.57,83,0,16.4,clear sky
441,Kimbe,PG,-5.5502,150.1429,81.41,83,100,8.63,moderate rain
442,Midyat,TR,37.4247,41.3393,42.8,81,75,20.71,broken clouds
443,Roebourne,AU,-20.7833,117.1333,90.91,49,100,14.47,overcast clouds
444,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,73,90,11.5,overcast clouds
445,Lebyazhye,RU,55.2689,66.4947,10.33,95,99,6.17,overcast clouds
446,Komsomolskiy,UZ,40.4272,71.7189,33.8,47,100,4.61,overcast clouds
447,Vanimo,PG,-2.6741,141.3028,85.53,65,100,8.08,overcast clouds
448,Gat,IL,31.61,34.7642,55.0,58,0,5.01,clear sky
449,Ilembo,TZ,-9.25,33.3833,56.1,98,100,3.69,overcast clouds
450,Plakhtiyivka,UA,46.1006,29.7217,36.77,82,63,11.5,broken clouds
451,Eirunepe,BR,-6.6603,-69.8736,74.73,89,85,0.45,overcast clouds
452,Darhan,MN,49.4867,105.9228,-0.83,88,100,9.13,overcast clouds
453,Puerto Escondido,MX,15.85,-97.0667,80.6,74,40,4.61,scattered clouds
454,Cap-Aux-Meules,CA,47.3821,-61.8597,24.8,86,100,23.02,overcast clouds
455,Burladingen,DE,48.2833,9.1167,37.0,83,100,8.01,overcast clouds
456,North Bend,US,43.4065,-124.2243,48.2,100,90,9.22,mist
457,Bara,NG,10.3744,10.7288,67.19,26,0,7.05,clear sky
458,Kpandu,GH,6.9954,0.2931,79.57,80,86,7.47,overcast clouds
459,Lillehammer,NO,61.1146,10.4674,13.3,89,90,6.08,overcast clouds
460,Banda,IN,25.4833,80.3333,47.17,52,0,4.05,clear sky
461,Latung,PH,5.5,120.8833,81.23,77,100,12.48,overcast clouds
462,Talaya,RU,61.3833,152.75,-28.71,79,100,9.91,overcast clouds
463,Udachnyy,RU,66.4167,112.4,-29.85,81,100,9.17,overcast clouds
464,Lavrentiya,RU,65.5833,-171.0,-16.06,84,0,5.68,clear sky
465,Launceston,AU,-41.45,147.1667,66.99,59,90,9.22,overcast clouds
466,Boa Vista,BR,2.8197,-60.6733,78.8,69,75,10.36,broken clouds
467,Aitape,PG,-3.1374,142.3475,85.37,66,100,9.8,overcast clouds
468,Kiunga,PG,-6.1219,141.2906,81.52,92,44,2.17,scattered clouds
469,Coihaique,CL,-45.5752,-72.0662,60.8,48,0,8.05,clear sky
470,Goure,NE,13.9835,10.2704,70.0,17,38,7.0,scattered clouds
471,Shitanjing,CN,39.2342,106.3439,22.32,75,0,24.43,clear sky
472,Tete,MZ,-16.1564,33.5867,74.08,93,95,3.44,overcast clouds
473,Samarai,PG,-10.6167,150.6667,85.1,73,100,19.04,overcast clouds
474,Sikasso,ML,10.9167,-7.0,70.77,21,4,3.98,clear sky
475,Waddan,LY,29.1614,16.139,57.24,37,0,5.48,clear sky
476,Dwarka,IN,22.2394,68.9678,64.53,45,0,9.57,clear sky
477,Bandarbeyla,SO,9.4942,50.8122,74.07,72,100,15.93,overcast clouds
478,Muros,ES,42.7762,-9.0603,55.0,87,100,5.99,overcast clouds
479,Atasu,KZ,48.6814,71.6433,20.79,89,100,10.42,overcast clouds
480,Zhigansk,RU,66.7697,123.3711,-48.64,74,59,3.69,broken clouds
481,Saint-Augustin,CA,51.226,-58.6502,29.07,93,99,16.69,overcast clouds
482,Gigmoto,PH,13.7796,124.39,77.95,77,100,16.96,overcast clouds
483,Itaqui,BR,-29.1253,-56.5531,77.43,86,100,8.08,overcast clouds
484,Dauphin,CA,51.1494,-100.0502,19.4,93,90,3.44,light snow
485,Baneh,IR,35.9975,45.8853,24.44,96,100,6.62,overcast clouds
486,Fort Nelson,CA,58.8053,-122.7002,-5.8,65,75,1.99,broken clouds
487,Terrace Bay,CA,48.7834,-87.1,14.0,79,100,3.44,overcast clouds
488,Jacareacanga,BR,-6.2222,-57.7528,73.78,91,100,1.32,overcast clouds
489,Tucuma,BR,-0.1833,-50.05,76.71,92,100,5.97,overcast clouds
490,Luancheng,CN,37.8792,114.6517,19.4,93,0,2.24,clear sky
491,Bumbuna,SL,9.05,-11.7333,69.87,73,0,1.21,clear sky
492,Ahipara,NZ,-35.1667,173.1667,72.12,49,0,6.31,clear sky
493,Aginskoye,RU,51.1,114.53,-18.65,85,100,3.78,overcast clouds
494,Port Keats,AU,-14.25,129.55,80.04,86,100,9.26,overcast clouds
495,Viedma,AR,-40.8135,-62.9967,61.0,59,24,10.71,few clouds
496,Worland,US,44.0169,-107.9554,37.99,69,40,3.69,scattered clouds
497,Port-Gentil,GA,-0.7193,8.7815,76.82,81,100,8.93,light rain
498,Karratha,AU,-20.7377,116.8463,89.56,52,100,4.88,light rain
499,Watsa,CD,3.0372,29.5355,70.97,36,87,2.46,overcast clouds
500,Waipawa,NZ,-41.4122,175.5153,72.0,63,0,10.36,clear sky
501,Kargil,IN,34.5667,76.1,-12.73,73,1,1.59,clear sky
502,Dubai,AE,25.2582,55.3047,66.0,55,0,3.44,clear sky
503,Baracoa,CU,20.3467,-74.4958,71.98,80,100,13.6,overcast clouds
504,Dunmore,US,41.4198,-75.6324,21.0,62,1,4.36,clear sky
505,Stephenville,US,32.2207,-98.2023,66.2,19,90,11.5,overcast clouds
506,Maamba,ZM,-17.3667,27.15,69.84,89,100,2.28,light rain
507,Luanda,AO,-8.8368,13.2343,78.8,83,75,4.61,broken clouds
508,Anadyr,RU,64.75,177.4833,-4.0,71,20,26.84,snow
509,Westport,US,41.1415,-73.3579,25.0,42,1,4.61,clear sky
510,Malakal,SS,9.5334,31.6605,72.54,24,5,6.89,clear sky
511,Kokopo,PG,-4.352,152.2633,85.1,65,100,14.58,overcast clouds
512,Kargasok,RU,59.0556,80.8572,-23.8,84,100,11.14,overcast clouds
513,Diego De Almagro,CL,-26.3667,-70.05,60.01,49,0,1.03,clear sky
514,Manokwari,ID,-0.8667,134.0833,79.29,84,100,14.36,overcast clouds
515,Naze,JP,28.3667,129.4833,60.8,55,40,9.22,scattered clouds
516,San Felipe,VE,10.3399,-68.7425,71.11,87,89,5.08,overcast clouds
517,Ormara,PK,25.2088,64.6357,68.0,67,0,11.07,clear sky
518,Namtsy,RU,62.7161,129.6658,-49.0,59,100,3.13,fog
519,Cabo San Lucas,MX,22.8909,-109.9124,71.01,77,20,3.44,few clouds
520,Mtwara,TZ,-10.2667,40.1833,78.93,87,100,10.78,moderate rain
521,Ginda,IN,30.6945,78.4932,37.96,45,0,5.57,clear sky
522,Manica,FR,49.0,-1.1667,48.2,100,90,6.91,mist
523,Seoul,KR,37.5683,126.9778,32.0,64,0,8.05,clear sky
524,Pahrump,US,36.2083,-115.9839,54.0,42,0,1.12,clear sky
525,Cairns,AU,-16.9167,145.7667,91.0,66,75,13.8,broken clouds
526,Canandaigua,US,42.8742,-77.288,10.99,81,59,2.06,broken clouds
527,Hongjiang,CN,27.11,109.9956,48.81,86,100,1.39,overcast clouds
528,Cansahcab,MX,21.1667,-89.1,77.0,53,75,5.75,broken clouds
529,Novogurovskiy,RU,54.4678,37.3428,23.0,93,100,2.24,snow
530,Lerwick,GB,60.1545,-1.1494,33.8,93,40,3.44,scattered clouds
531,Varhaug,NO,58.6147,5.6457,30.0,100,40,3.44,fog
532,Xiongyue,CN,40.1774,122.1228,22.55,93,53,5.99,broken clouds
533,Saquisili,EC,-0.8333,-78.6667,48.2,87,20,12.66,few clouds
534,Colorado,BR,-22.8375,-51.9731,70.61,97,100,2.19,light rain
535,Huarmey,PE,-10.0681,-78.1522,71.46,73,72,7.94,broken clouds
536,Wewak,PG,-3.5534,143.6268,85.14,73,89,9.91,overcast clouds
537,Madang,PG,-5.2246,145.7966,85.23,74,84,4.85,moderate rain
538,Ugep,NG,5.8086,8.0812,75.56,89,0,3.89,clear sky
539,Ostrovnoy,RU,68.0531,39.5131,14.7,95,100,7.36,overcast clouds
540,Barranca,PE,-10.75,-77.7667,69.58,81,68,5.21,broken clouds
541,Cristalina,BR,-16.7686,-47.6136,66.43,83,100,3.49,overcast clouds
542,Pasan,IN,22.85,82.2,41.47,57,0,1.23,clear sky
543,Devils Lake,US,48.1128,-98.8651,21.2,100,90,5.75,mist
544,Nuevo Progreso,MX,23.1667,-97.95,73.0,62,22,1.01,few clouds
545,Zuwarah,LY,32.9312,12.082,63.0,37,0,17.74,clear sky
546,La Libertad,EC,-2.2333,-80.9,78.91,78,22,7.56,few clouds
547,Bonthe,SL,7.5264,-12.505,77.67,86,23,4.97,few clouds
548,Lubbock,US,33.6001,-101.8338,55.0,35,1,6.91,clear sky
549,Chase,CA,50.8165,-119.6857,33.8,93,100,1.14,overcast clouds
550,Macau,MO,22.2006,113.5461,66.2,63,0,8.05,clear sky
551,Saint-Francois,FR,46.4154,3.9054,43.0,87,90,3.44,overcast clouds
552,Vostok,RU,46.4856,135.8833,-12.73,85,5,4.25,clear sky
553,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.4,50,100,15.66,overcast clouds
554,New Glasgow,CA,45.5834,-62.6486,23.0,80,100,18.41,overcast clouds
555,Moramanga,MG,-18.9333,48.2,64.27,96,60,0.58,broken clouds
556,Guasdualito,VE,7.2424,-70.7324,79.63,55,99,4.27,overcast clouds
557,Vysokogornyy,RU,50.1167,139.15,-11.24,85,100,7.05,overcast clouds
558,Kropotkin,RU,45.4375,40.5756,35.73,86,99,8.59,overcast clouds
559,Syracuse,IT,37.0881,15.2792,57.0,82,0,12.66,clear sky
560,Fairlie,GB,55.756,-4.8556,33.01,93,40,1.14,scattered clouds
561,Hudson Bay,CA,52.85,-102.3842,10.54,96,100,2.01,overcast clouds
562,Gouyave,GD,12.1646,-61.7296,78.8,83,20,23.02,few clouds
563,Mahon,ES,39.8885,4.2658,48.2,93,20,3.44,few clouds
564,Tura,IN,25.5198,90.2201,49.44,51,0,3.09,clear sky
565,Bulgan,MN,48.8125,103.5347,-0.15,87,100,2.48,overcast clouds
566,Aloleng,PH,16.1307,119.7824,75.81,59,100,15.26,overcast clouds
567,Watertown,US,42.3709,-71.1828,18.0,48,1,14.97,clear sky
568,Gillingham,GB,51.3891,0.5486,39.99,78,8,8.01,clear sky
569,Tucupita,VE,9.0622,-62.051,72.41,98,88,3.38,overcast clouds
570,Mangochi,MW,-14.4782,35.2645,71.4,92,100,2.15,light rain
571,Phangnga,TH,8.4509,98.5298,77.0,78,20,5.75,few clouds
572,Kaeo,NZ,-35.1,173.7833,73.0,55,0,11.99,clear sky
573,De Aar,ZA,-30.6497,24.0123,66.83,25,0,3.8,clear sky
574,Robertsport,LR,6.7533,-11.3686,79.92,86,0,8.48,clear sky
575,Mkushi,ZM,-13.6202,29.3939,63.48,93,100,3.24,overcast clouds
576,Obo,CF,5.3998,26.4869,68.85,24,30,5.68,scattered clouds
577,Gondar,ET,12.6,37.4667,55.83,47,0,5.1,clear sky
578,Bunia,CD,1.5667,30.25,69.06,50,98,1.48,overcast clouds
579,Prachuap Khiri Khan,TH,12.2167,99.75,71.6,83,1,2.3,clear sky
580,Staryy Nadym,RU,65.6118,72.6842,-17.66,85,100,21.39,overcast clouds
581,Vila Velha,BR,-20.3297,-40.2925,78.8,78,75,6.91,broken clouds
582,Nabire,ID,-3.3667,135.4833,83.48,73,93,1.12,moderate rain
583,Warri,NG,5.5167,5.75,78.48,85,0,1.95,clear sky
584,Margate,GB,51.3813,1.3862,39.0,74,1,7.0,clear sky
585,Kloulklubed,PW,7.0419,134.2556,82.4,74,90,10.36,overcast clouds
586,Tarakan,ID,3.3,117.6333,77.0,88,90,3.44,overcast clouds
587,Turukhansk,RU,65.8167,87.9833,-32.44,76,0,4.94,clear sky
588,Vagur,FO,61.4732,-6.8119,34.86,88,85,22.5,overcast clouds
589,Dalbandin,PK,28.8947,64.4101,56.23,36,0,4.92,clear sky
590,Chegdomyn,RU,51.1167,133.0167,-22.34,84,100,0.85,overcast clouds
591,Langsa,ID,4.4683,97.9683,75.31,85,99,2.35,overcast clouds
592,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,77.0,72,45,1.99,scattered clouds
593,Wardenburg,DE,53.0667,8.2,21.0,92,4,1.14,fog
594,Port Moresby,PG,-9.4431,147.1797,75.2,94,75,10.36,moderate rain
595,Weingarten,DE,47.8,9.6333,42.01,93,90,2.3,overcast clouds
596,Port Shepstone,ZA,-30.7414,30.455,74.59,85,100,4.45,overcast clouds
597,Lagos,NG,6.5833,3.75,78.6,90,10,3.6,clear sky
598,Ginir,ET,7.1333,40.7,54.05,40,12,3.8,few clouds
599,Panalingaan,PH,8.7842,117.4231,80.67,71,83,4.81,broken clouds
600,Torquay,GB,50.4638,-3.5143,41.0,91,97,8.99,overcast clouds
601,Tabuk,PH,17.4189,121.4443,66.72,85,100,3.67,overcast clouds
602,Asosa,ET,10.0667,34.5333,62.65,44,13,6.02,few clouds
603,San Jose De Rio Tinto,HN,14.9333,-85.7,73.4,68,40,3.83,scattered clouds
604,Rio Grande,BR,-32.035,-52.0986,75.65,91,99,12.84,heavy intensity rain
605,Santa Cruz,BO,-17.8,-63.1667,76.5,81,84,14.94,broken clouds
606,Nelson Bay,AU,-32.7167,152.15,80.6,74,40,17.27,scattered clouds
607,Nara,JP,34.6851,135.8049,48.99,65,40,1.14,scattered clouds
608,Krasnyy Chikoy,RU,50.3643,108.7512,-3.17,87,100,6.71,overcast clouds
609,Mwinilunga,ZM,-11.7358,24.4293,62.64,93,100,2.44,light rain
610,Almaznyy,RU,48.0448,40.045,33.8,100,20,13.42,few clouds
611,Oxapampa,PE,-10.5775,-75.4017,59.41,91,99,0.72,overcast clouds
612,Kroya,ID,-7.6331,109.2461,80.24,76,100,2.1,overcast clouds
613,Anito,PH,12.4497,125.2886,77.02,85,100,15.88,overcast clouds
614,Kirakira,SB,-10.4544,161.9205,84.02,79,83,13.87,broken clouds
615,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,51,0,8.05,clear sky
616,Qui Nhon,VN,13.7667,109.2333,71.85,85,100,8.19,overcast clouds
617,Ewa Beach,US,21.3156,-158.0072,82.4,54,40,8.05,scattered clouds
618,Mizan Teferi,ET,6.9833,35.5833,63.86,71,2,2.68,clear sky
619,Moerai,PF,-22.4333,-151.3333,80.44,69,97,11.72,overcast clouds
620,Sumenep,ID,-7.0167,113.8667,81.68,78,10,13.47,clear sky
621,Dalaba,GN,10.7,-12.25,61.41,29,0,2.13,clear sky
622,Ranot,TH,7.7777,100.3213,79.03,79,87,13.76,overcast clouds
623,Hambantota,LK,6.1241,81.1185,75.2,100,20,9.22,few clouds
624,Alyangula,AU,-13.8483,136.4192,86.0,70,0,8.05,clear sky
625,Namatanai,PG,-3.6667,152.4333,84.49,67,100,13.24,overcast clouds
626,Huangmei,CN,30.1924,116.025,49.57,68,99,1.39,overcast clouds
627,Hami,CN,42.8,93.45,20.62,85,0,4.81,clear sky
628,Cerritos,US,33.8583,-118.0648,62.6,67,1,8.05,clear sky
629,Kutum,SD,14.2,24.6667,51.96,39,0,3.62,clear sky
630,Padang,ID,-0.9492,100.3543,77.65,75,98,3.78,overcast clouds
631,Liverpool,GB,53.4106,-2.9779,33.8,80,100,10.36,overcast clouds
632,Yaan,NG,7.3833,8.5667,75.49,19,0,4.14,clear sky
633,Havoysund,NO,70.9963,24.6622,26.6,80,40,9.22,light snow
634,Banda Aceh,ID,5.5577,95.3222,77.38,78,89,12.41,overcast clouds
635,Umm Kaddadah,SD,13.6017,26.6876,61.29,29,0,13.04,clear sky
636,Le Port,RE,-20.9373,55.2919,78.8,69,20,10.36,few clouds
637,Denizli,TR,37.8402,29.0698,33.8,93,75,0.96,broken clouds
638,Sydney,AU,-33.8679,151.2073,73.99,88,90,20.71,overcast clouds
639,Zunyi,CN,27.6867,106.9072,42.48,85,100,2.17,overcast clouds
640,Hlotse,LS,-28.8718,28.045,58.46,88,0,0.69,clear sky
641,Tymovskoye,RU,50.8456,142.655,-1.8,88,100,3.78,snow
642,Ust-Nera,RU,64.5667,143.2,-26.19,75,91,7.9,overcast clouds
643,The Valley,AI,18.217,-63.0578,77.0,88,40,11.5,scattered clouds
644,Seymchan,RU,62.8833,152.4333,-28.21,79,100,10.58,overcast clouds
645,Lucapa,AO,-8.4192,20.7447,65.23,96,100,1.88,overcast clouds
646,Kojnare,BG,43.35,24.1333,37.4,75,40,6.91,scattered clouds
647,Oranjemund,NA,-28.55,16.4333,60.4,91,2,8.01,clear sky
648,Sioux Lookout,CA,50.1001,-91.917,23.0,86,90,6.91,light snow
649,West Fargo,US,46.875,-96.9004,26.6,100,90,6.91,mist
650,Beira,MZ,-19.8436,34.8389,78.91,85,100,5.5,overcast clouds
651,Alekseyevka,RU,50.6309,38.6903,36.5,84,100,17.98,moderate rain
652,Aykhal,RU,66.0,111.5,-33.25,81,100,11.99,overcast clouds
653,Nizhnyaya Tavda,RU,57.6731,66.1725,14.16,97,100,5.28,overcast clouds
654,Agadez,NE,19.75,10.25,52.95,37,0,2.62,clear sky
655,Jaguey Grande,CU,22.5269,-81.1286,66.2,82,20,6.91,light rain
656,Barao De Melgaco,BR,-16.1944,-55.9675,82.4,69,0,4.61,clear sky
657,Coihueco,CL,-36.6167,-71.8333,66.2,100,75,8.05,broken clouds
658,Mattru,SL,7.6244,-11.8332,75.58,87,42,1.16,scattered clouds
659,Benguela,AO,-12.5763,13.4055,75.38,82,100,3.85,overcast clouds
660,Shimoda,JP,34.6667,138.95,50.0,62,20,5.75,few clouds
661,Camacha,PT,33.0833,-16.3333,57.2,94,20,3.44,few clouds
662,Sinegorskiy,RU,48.0139,40.8447,34.57,92,100,13.38,overcast clouds
663,La Grande,US,45.3246,-118.0877,39.2,56,1,3.44,clear sky
664,Srikakulam,IN,18.3,83.9,69.71,80,100,3.91,overcast clouds
665,Bac Lieu,VN,9.285,105.7244,78.49,70,38,17.6,scattered clouds
666,Kisanga,TZ,-7.4362,37.7034,74.1,88,96,2.91,overcast clouds
667,San Vicente,AR,-26.6167,-54.1333,70.12,89,2,5.12,moderate rain
668,Batagay,RU,67.6333,134.6333,-48.23,76,64,1.28,broken clouds
669,Kamaishi,JP,39.2667,141.8833,28.4,64,75,3.44,light snow
670,Collie,AU,-33.3667,116.15,73.99,51,0,3.0,clear sky
671,Uvarovka,RU,55.5278,35.6061,18.73,98,100,4.25,overcast clouds
672,Bronte,IT,37.7895,14.8342,57.0,82,0,12.66,clear sky
673,Yumen,CN,40.2833,97.2,21.65,73,0,22.82,clear sky
674,Ossora,RU,59.2353,163.0719,-0.18,91,100,24.7,snow
675,Chunskiy,RU,56.0815,99.6342,-41.66,79,25,1.83,scattered clouds
676,Haines Junction,CA,60.7522,-137.5108,-7.6,77,100,0.81,light snow
677,Takoradi,GH,4.8845,-1.7554,78.93,89,46,5.88,scattered clouds
678,Pudozh,RU,61.8099,36.5345,10.4,96,1,5.08,clear sky
679,Guarapari,BR,-20.6667,-40.4975,78.8,78,75,6.91,broken clouds
680,Ucluelet,CA,48.9329,-125.5528,45.0,93,90,18.41,overcast clouds
